Date,Mode,Category,Subcategory,Note,Amount,Income/Expense,Currency
12/19/2017,Saving Bank account 1,Food,Milk,milk 1lit ,69,Expense,INR
12/18/2017,Credit Card,Apparel,Clothing,undergarment single,312,Expense,INR
12/17/2017,Credit Card,Food,Dinner,At restaurant,505,Expense,INR
12/17/2017,Cash,Transportation,auto,within city,30,Expense,INR
12/17/2017,Credit Card,Household,Kirana,Dmart,878,Expense,INR
12/17/2017,Cash,Food,Tea,2 cutting chai,20,Expense,INR
12/17/2017,Cash,Transportation,auto,college to inorbit,25,Expense,INR
12/17/2017,Cash,Transportation,Train,Place 0 to Place 4 return,20,Expense,INR
12/17/2017,Cash,Transportation,auto,Current Residence to Place 0,15,Expense,INR
12/16/2017,Saving Bank account 1,Food,Milk,milk 1lit ,69,Expense,INR
12/15/2017,Cash,Other,,Nosebud,10,Expense,INR
12/15/2017,Cash,Food,Ice cream,chocobar,15,Expense,INR
12/14/2017,Saving Bank account 1,Petty cash,,From Family,3000,Income,INR
12/14/2017,Cash,Food,Grocery,Paneer + 1 kg onion,145,Expense,INR
12/13/2017,Cash,Apparel,Laundry,clothes ironing,98,Expense,INR
12/13/2017,Cash,Family,Pocket money,,20,Expense,INR
12/13/2017,Saving Bank account 1,Food,Milk,milk 1lit ,69,Expense,INR
12/12/2017,Cash,Food,Eggs,6 eggs,40,Expense,INR
12/12/2017,Credit Card,Food,snacks,Double chicken shwarma,100,Expense,INR
12/12/2017,Cash,Food,Lunch,Catering Service,80,Expense,INR
12/12/2017,Saving Bank account 1,Equity Mutual Fund F,,,1000,Transfer-Out,INR
12/10/2017,Cash,Food,vegetables,,90,Expense,INR
12/10/2017,Cash,Food,fruits,,310,Expense,INR
12/10/2017,Cash,Food,snacks,Gupta bhel,25,Expense,INR
12/10/2017,Saving Bank account 1,Food,Lunch,Catering Service,65,Expense,INR
12/9/2017,Cash,Food,Lunch,Catering Service,85,Expense,INR
12/8/2017,Saving Bank account 1,Food,Dinner,Home Food Delivery - roti 17*4+ paneer chatpata 190+ veg crispy 150,408,Expense,INR
12/7/2017,Saving Bank account 1,Food,Milk,milk 1lit ,69,Expense,INR
12/7/2017,Saving Bank account 1,Equity Mutual Fund E,,,1000,Transfer-Out,INR
12/6/2017,Saving Bank account 1,Food,Lunch,Catering Service,125,Expense,INR
12/5/2017,Saving Bank account 1,subscription,Tata Sky,Current Residence - Tata Play recharge,100,Expense,INR
12/5/2017,Saving Bank account 1,subscription,Edtech Course,,2700,Expense,INR
12/5/2017,Saving Bank account 1,Equity Mutual Fund A,,,1000,Transfer-Out,INR
12/4/2017,Credit Card,Household,Kirana,Smart point,937,Expense,INR
12/4/2017,Credit Card,Household,Kirana,Supermart,990,Expense,INR
12/4/2017,Saving Bank account 1,Food,fruits,,120,Expense,INR
12/4/2017,Recurring Deposit,Maturity amount,,Premature closure of RD3 & RD4,14086,Income,INR
12/4/2017,Saving Bank account 1,Gpay Reward,,,6,Income,INR
12/4/2017,Saving Bank account 1,Food,Bread,,35,Expense,INR
12/4/2017,Cash,Food,snacks,Amul butter,50,Expense,INR
12/4/2017,Saving Bank account 1,Food,Milk,milk 1lit ,69,Expense,INR
12/4/2017,Saving Bank account 1,subscription,Newspaper,,110,Expense,INR
12/3/2017,Cash,Food,snacks,Shev Puri,30,Expense,INR
12/3/2017,Saving Bank account 1,Food,Lunch,Home Food Delivery - Chicken lollypop 8 pcs 190 + chicken manchow soup 100,290,Expense,INR
12/3/2017,Cash,Other,,2 kg soil,20,Expense,INR
12/3/2017,Cash,Beauty,grooming,hair cut+shaving,160,Expense,INR
12/2/2017,Saving Bank account 1,Food,Ice cream,chocobar,35,Expense,INR
12/2/2017,Saving Bank account 1,Food,Milk,milk 1lit ,69,Expense,INR
12/1/2017,Saving Bank account 1,Food,Lunch,Catering Service ( 5 methi paranthe),125,Expense,INR
12/1/2017,Saving Bank account 1,Gpay Reward,,,6,Income,INR
12/1/2017,Saving Bank account 1,Food,Milk,1 lit ,69,Expense,INR
12/1/2017,Cash,maid,,,2000,Expense,INR
12/1/2017,Equity Mutual Fund B,Saving Bank account 1,,,2000,Transfer-Out,INR
12/1/2017,Share Market Trading,Saving Bank account 1,,Fund Withdrawal,100000,Transfer-Out,INR
12/1/2017,Saving Bank account 1,Public Provident Fund,,,40000,Transfer-Out,INR
12/1/2017,Saving Bank account 1,Recurring Deposit,,,1000,Transfer-Out,INR
12/1/2017,Saving Bank account 1,Recurring Deposit,,,1000,Transfer-Out,INR
11/30/2017,Saving Bank account 1,Health,Medicine,5 Meftal spas,22,Expense,INR
11/30/2017,Saving Bank account 1,Health,Health,Glasses remaining,800,Expense,INR
11/30/2017,Credit Card,Health,Health,Family's Glasses,22700,Expense,INR
11/30/2017,Saving Bank account 1,Money transfer,Home,,10000,Expense,INR
11/30/2017,Saving Bank account 1,Saving Bank account 2,,,77.33,Transfer-Out,INR
11/30/2017,Cash,Family,Pocket money,Change,50,Expense,INR
11/30/2017,Saving Bank account 1,Salary,,From workplace ,64636,Income,INR
11/28/2017,Saving Bank account 1,Food,Bread,Sweet bread cake pav kg,90,Expense,INR
11/28/2017,Saving Bank account 1,Food,Eggs,6 eggs,42,Expense,INR
11/28/2017,Saving Bank account 1,Food,Bread,,18,Expense,INR
11/28/2017,Credit Card,Household,Kirana,Toast+ biscuits,115,Expense,INR
11/28/2017,Saving Bank account 1,Food,vegetables,,140,Expense,INR
11/28/2017,Saving Bank account 1,Food,Milk,1 lit ,69,Expense,INR
11/27/2017,Saving Bank account 1,Health,Health,Glasses advance,1000,Expense,INR
11/27/2017,Saving Bank account 1,Gpay Reward,,,7,Income,INR
11/27/2017,Cash,Transportation,auto,2 Place 0 to Current Residence,30,Expense,INR
11/27/2017,Cash,Transportation,auto,Place 6 station to  mall,30,Expense,INR
11/27/2017,Cash,Transportation,Train,1 Place 0 to Place 6,5,Expense,INR
11/27/2017,Credit Card,Apparel,Footwear,Sandals Hush puppies,2699,Expense,INR
11/26/2017,Saving Bank account 1,Gpay Reward,,,8,Income,INR
11/26/2017,Cash,Transportation,auto,eye institute to Place 6 station,40,Expense,INR
11/26/2017,Credit Card,Health,Medicine,eye drop,159,Expense,INR
11/26/2017,Cash,Transportation,auto,Place 6 station to eye institute,40,Expense,INR
11/26/2017,Saving Bank account 1,Health,Hospital,"Routine checkup - eye institute, Place 6",400,Expense,INR
11/26/2017,Cash,Transportation,Train,1 Place 0 to Place 6 return,10,Expense,INR
11/25/2017,Credit Card,subscription,Tata Sky,Permanent Residence - Tata Play recharge,156,Expense,INR
11/25/2017,Saving Bank account 1,Food,Milk,1 lit ,69,Expense,INR
11/25/2017,Cash,Apparel,Laundry,clothes ironing : Rs 6 per item,90,Expense,INR
11/25/2017,Cash,Food,vegetables,Half kg tomato,10,Expense,INR
11/24/2017,Credit Card,Culture,Movie,2 PVR Place 6,314,Expense,INR
11/23/2017,Cash,Food,Bread,Flatbread 8 pcs,23,Expense,INR
11/23/2017,Cash,Food,Grocery,Dahi + remaining balance,17,Expense,INR
11/23/2017,Cash,Food,flour mill,3 kg Bajari,21,Expense,INR
11/23/2017,Saving Bank account 1,Food,Milk,1 lit ,69,Expense,INR
11/22/2017,Saving Bank account 1,Equity Mutual Fund C,,,1000,Transfer-Out,INR
11/22/2017,Saving Bank account 1,Life Insurance,,,11043,Transfer-Out,INR
11/20/2017,Saving Bank account 1,Food,Milk,milk 1lit ,70,Expense,INR
11/20/2017,Cash,scrap,,,200,Income,INR
11/19/2017,Saving Bank account 1,Food,snacks,1 Panipuri,20,Expense,INR
11/19/2017,Cash,Transportation,auto,2 Place 0 to Current Residence,30,Expense,INR
11/19/2017,Cash,Transportation,Train,2 Place 0 to Place 6 return,20,Expense,INR
11/19/2017,Cash,Transportation,auto,2 Current Residence to Place 0,30,Expense,INR
11/19/2017,Credit Card,Culture,Movie,2 PVR Place 6,436,Expense,INR
11/18/2017,Credit Card,Household,Kirana,Khobra + shengdana+ vim bar,242,Expense,INR
11/18/2017,Saving Bank account 1,Food,Eggs,6 eggs,39,Expense,INR
11/18/2017,Saving Bank account 1,subscription,Mahanagar Gas,,147,Expense,INR
11/18/2017,Saving Bank account 1,Self-development,,Marathon,950,Expense,INR
11/18/2017,Saving Bank account 1,Food,Milk,1.5 lit milk ,104,Expense,INR
11/17/2017,Saving Bank account 1,Food,Ice cream,Vanila family pack,105,Expense,INR
11/17/2017,Saving Bank account 1,Household,Kirana,Agarbatti 55 + dahi 25,80,Expense,INR
11/17/2017,Saving Bank account 1,Food,flour mill,4 kg Gehu,28,Expense,INR
11/16/2017,Saving Bank account 1,Food,Milk,1 lit ,70,Expense,INR
11/15/2017,Credit Card,Food,Dinner,Home Food Delivery,524,Expense,INR
11/15/2017,Saving Bank account 1,Household,Kirana,Toast 55 + Kisan Jam 85 + all out 75,209,Expense,INR
11/15/2017,Saving Bank account 1,Education,Stationary,Photo paper print,45,Expense,INR
11/15/2017,Saving Bank account 1,Food,Bread,brown bread,25,Expense,INR
11/15/2017,Credit Card,Household,Kirana,Amul butter 52 + Good Day biscuits 43,95,Expense,INR
11/14/2017,Cash,Food,fruits,,125,Expense,INR
11/14/2017,Cash,Family,Pocket money,,770,Expense,INR
11/14/2017,Saving Bank account 1,Food,Grocery,vegetables,160,Expense,INR
11/13/2017,Saving Bank account 1,Household,Kirana,Pani Puri packet + Bundi + chivda,180,Expense,INR
11/13/2017,Saving Bank account 1,Food,Milk,milk 1lit varna,70,Expense,INR
11/13/2017,Saving Bank account 1,Food,Grocery,onion 1 kg + half kg potato,50,Expense,INR
11/13/2017,Credit Card,Household,Kirana,Maggie + lizol,268,Expense,INR
11/13/2017,Saving Bank account 1,Food,Grocery,Shev bhaji sev pav kg,60,Expense,INR
11/12/2017,Cash,Transportation,auto,2 Place 0 to Current Residence,30,Expense,INR
11/12/2017,Credit Card,Food,Dinner,At restaurant,1525,Expense,INR
11/12/2017,Cash,Food,Tea,,12,Expense,INR
11/12/2017,Credit Card,Household,Appliances,USB cord,130,Expense,INR
11/12/2017,Cash,Household,Appliances,Screwdriver 2,120,Expense,INR
11/12/2017,Credit Card,Other,,Shopping at Alfa,3690,Expense,INR
11/12/2017,Cash,Transportation,auto,Place P station to Alfa market,34,Expense,INR
11/12/2017,Cash,Transportation,Train,Place 4 station to Place P return,30,Expense,INR
11/12/2017,Cash,Transportation,Train,Place 0 to Place P return,40,Expense,INR
11/11/2017,Saving Bank account 1,Food,Eggs,6 eggs,39,Expense,INR
11/11/2017,Saving Bank account 1,Food,Milk,Half lit  milk,26,Expense,INR
11/10/2017,Saving Bank account 1,Equity Mutual Fund F,,,1000,Transfer-Out,INR
11/9/2017,Cash,Apparel,Laundry,clothes ironing : Rs 6 per item,72,Expense,INR
11/9/2017,Cash,Household,Toiletries,Colgate max fresh small,20,Expense,INR
11/9/2017,Credit Card,Household,Kirana,,67,Expense,INR
11/9/2017,Saving Bank account 1,Health,Medicine,Acne Star cream,100,Expense,INR
11/9/2017,Saving Bank account 1,Food,Lunch,Bhendi bhaji,40,Expense,INR
11/9/2017,Saving Bank account 1,Food,Milk,1 lit ,70,Expense,INR
11/8/2017,Credit Card,Household,Kirana,,539,Expense,INR
11/8/2017,Saving Bank account 1,Gpay Reward,,,6,Income,INR
11/8/2017,Saving Bank account 1,Food,fruits,1 kg apple,130,Expense,INR
11/7/2017,Saving Bank account 1,Food,Milk,1 lit ,70,Expense,INR
11/7/2017,Saving Bank account 1,Equity Mutual Fund E,,,1000,Transfer-Out,INR
11/6/2017,Cash,Food,Eggs,6 eggs,39,Expense,INR
11/5/2017,Cash,Transportation,auto,Place 0 to Current Residence,15,Expense,INR
11/5/2017,Saving Bank account 1,subscription,Tata Sky,Current Residence - Tata Play recharge,200,Expense,INR
11/5/2017,Saving Bank account 1,Equity Mutual Fund A,,,1000,Transfer-Out,INR
11/3/2017,Equity Mutual Fund B,Saving Bank account 1,,,2000,Transfer-Out,INR
11/3/2017,Saving Bank account 1,subscription,Edtech Course,,2700,Expense,INR
11/2/2017,Cash,Food,snacks,2 pavwada,20,Expense,INR
11/2/2017,Cash,Other,,Dambar goli 2 packets ( Naphthalene balls),130,Expense,INR
11/1/2017,Saving Bank account 1,subscription,Mobile Service Provider,Mobile Service Provider freedom pack,296,Expense,INR
11/1/2017,Saving Bank account 1,Salary,,From workplace ,78298,Income,INR
11/1/2017,Saving Bank account 1,Recurring Deposit,,,1000,Transfer-Out,INR
11/1/2017,Saving Bank account 1,Recurring Deposit,,,1000,Transfer-Out,INR
11/1/2017,Saving Bank account 1,Public Provident Fund,,,10000,Transfer-Out,INR
11/1/2017,Saving Bank account 1,Money transfer,Home,,10000,Expense,INR
10/29/2017,Saving Bank account 1,subscription,Mobile Service Provider,Mobile Service Provider freedom pack,296,Expense,INR
10/29/2017,Credit Card,subscription,Mobile Service Provider,Mobile Service Provider freedom pack,296,Expense,INR
10/29/2017,Credit Card,subscription,Hotstar,subscription 1yr,795.49,Expense,INR
10/27/2017,Cash,Transportation,auto,Permanent Residence to bus stand,40,Expense,INR
10/26/2017,Cash,Transportation,auto,within city,50,Expense,INR
10/26/2017,Cash,Festivals,Diwali,Offering,50,Expense,INR
10/26/2017,Cash,Festivals,Diwali,Offering,10,Expense,INR
10/26/2017,Cash,Festivals,Diwali,Offering,500,Expense,INR
10/25/2017,Saving Bank account 1,Petty cash,,From Family,3000,Income,INR
10/24/2017,Saving Bank account 1,subscription,Mobile Service Provider,Mobile Service Provider freedom pack,296,Expense,INR
10/24/2017,Cash,Food,snacks,Dahi,10,Expense,INR
10/23/2017,Cash,Household,Toiletries,Shampoo sachets,9,Expense,INR
10/23/2017,Cash,Apparel,Footwear,Slippers,220,Expense,INR
10/23/2017,Cash,Festivals,Diwali,Aakash kandil,200,Expense,INR
10/23/2017,Cash,Household,Toiletries,Dettol liquid handwash refill,99,Expense,INR
10/23/2017,Cash,Household,Kitchen,flour mill,27,Expense,INR
10/23/2017,Cash,Household,Kirana,,50,Expense,INR
10/23/2017,Saving Bank account 1,subscription,Tata Sky,Permanent Residence - Tata Play recharge,191,Expense,INR
10/22/2017,Cash,Transportation,auto,Current Residence to Place 1 bus stop highway,50,Expense,INR
10/22/2017,Saving Bank account 1,Equity Mutual Fund C,,,1000,Transfer-Out,INR
10/21/2017,Credit Card,Other,,ipad cover + case,1888,Expense,INR
10/21/2017,Cash,Food,Grocery,Onion half kg 13 + milkybar 10 + Colgate maxfresh 10,33,Expense,INR
10/21/2017,Cash,maid,,,2000,Expense,INR
10/20/2017,Saving Bank account 1,Gift,,farewell contribution,200,Expense,INR
10/20/2017,Cash,Festivals,Diwali,Rangoli + stamp,20,Expense,INR
10/19/2017,Cash,Food,snacks,Gupta bhel,25,Expense,INR
10/18/2017,Credit Card,Transportation,train,2 Place 2 to Place 3 : Sevagram express 3AC,1333,Expense,INR
10/18/2017,Credit Card,Transportation,train,2 Place 3 to Place 2 : Amritsar express 3AC,1231,Expense,INR
10/17/2017,Saving Bank account 1,Petty cash,,From Family,3000,Income,INR
10/13/2017,Cash,Family,Pocket money,,70,Expense,INR
10/11/2017,Saving Bank account 1,Equity Mutual Fund D,,Lumpsum,10000,Transfer-Out,INR
10/11/2017,Saving Bank account 1,Transportation,train,Place 2 to Place 3 sevagram,658.6,Expense,INR
10/10/2017,Cash,Household,Kitchen,flour mill,14,Expense,INR
10/10/2017,Saving Bank account 1,Share Market,,Stock market,150000,Transfer-Out,INR
10/10/2017,Saving Bank account 1,Equity Mutual Fund F,,,1000,Transfer-Out,INR
10/9/2017,Cash,Food,fruits,,230,Expense,INR
10/9/2017,Cash,Food,Grocery,vegetables,280,Expense,INR
10/9/2017,Saving Bank account 1,subscription,Wifi Internet Service,1 Year Plan (40mbps + UL+ 3 Months Free),5640,Expense,INR
10/8/2017,Credit Card,Gift,,For Friend,6500,Expense,INR
10/8/2017,Credit Card,Family,clothes,Fab India,3198,Expense,INR
10/7/2017,Saving Bank account 1,Equity Mutual Fund E,,,1000,Transfer-Out,INR
10/6/2017,Saving Bank account 1,Health,Medicine,,468,Expense,INR
10/5/2017,Saving Bank account 1,Other,,account opening fee,200,Expense,INR
10/5/2017,Saving Bank account 1,Equity Mutual Fund A,,,1000,Transfer-Out,INR
10/4/2017,Saving Bank account 1,subscription,Edtech Course,,2700,Expense,INR
10/4/2017,Saving Bank account 1,Health,Medicine,Boroline + band aid,50,Expense,INR
10/4/2017,Cash,Family,Pocket money,,400,Expense,INR
10/2/2017,Credit Card,Household,Kirana,Supermart,3055,Expense,INR
10/2/2017,Cash,maid,,,2000,Expense,INR
10/1/2017,Saving Bank account 1,subscription,Hotstar,3 months subscription Mobile,149,Expense,INR
10/1/2017,Saving Bank account 1,Recurring Deposit,,,1000,Transfer-Out,INR
10/1/2017,Saving Bank account 1,Recurring Deposit,,,1000,Transfer-Out,INR
10/1/2017,Saving Bank account 1,Public Provident Fund,,,10000,Transfer-Out,INR
10/1/2017,Saving Bank account 1,Money transfer,Home,,10000,Expense,INR
9/30/2017,Saving Bank account 1,Health,Medicine,Candid dusting powder,59,Expense,INR
9/30/2017,Saving Bank account 1,Household,Kirana,Supermart,155,Expense,INR
9/30/2017,Saving Bank account 1,Food,Grocery,vegetables,135,Expense,INR
9/30/2017,Cash,Food,Grocery,vegetables,30,Expense,INR
9/30/2017,Cash,Household,Kitchen,Cooktop installation+ base,600,Expense,INR
9/30/2017,Saving Bank account 1,Salary,,From workplace ,61578,Income,INR
9/30/2017,Saving Bank account 1,Interest,,interest paid,778,Income,INR
9/29/2017,Cash,Apparel,Laundry,clothes ironing : Rs 6 per item,60,Expense,INR
9/29/2017,Cash,Food,snacks,Gupta bhel,25,Expense,INR
9/29/2017,Cash,Food,Ice cream,Vanila cup,10,Expense,INR
9/29/2017,Saving Bank account 1,Health,Medicine,3 tablet Nor tz,21,Expense,INR
9/28/2017,Saving Bank account 1,subscription,Tata Sky,Current Residence - Tata Play recharge,215,Expense,INR
9/28/2017,Saving Bank account 1,Transportation,Travels,2 Place 1 to Place 2 - Novelty tour and travels,2388,Expense,INR
9/27/2017,Cash,Household,Kirana,,312,Expense,INR
9/27/2017,Saving Bank account 1,Gpay Reward,,,6,Income,INR
9/27/2017,Saving Bank account 1,Gift,,farewell contribution,334,Expense,INR
9/25/2017,Saving Bank account 1,Food,fruits,half kg chiku,30,Expense,INR
9/25/2017,Saving Bank account 1,Food,fruits,Apple 2 kg (110) + Banana 1kg (80),300,Expense,INR
9/24/2017,Cash,Transportation,auto,2 Place 0 to Current Residence,30,Expense,INR
9/24/2017,Cash,Transportation,Train,Place 0 to WS return,10,Expense,INR
9/24/2017,Credit Card,Culture,Movie,2,560,Expense,INR
9/24/2017,Cash,Food,Sweets,Half kg pedhe,280,Expense,INR
9/24/2017,Saving Bank account 1,Beauty,grooming,hair cut,100,Expense,INR
9/23/2017,Saving Bank account 1,Food,Dinner,Chicken masala gravy,100,Expense,INR
9/22/2017,Saving Bank account 1,Equity Mutual Fund C,,,1000,Transfer-Out,INR
9/21/2017,Cash,Other,,Umbrella cover repair,10,Expense,INR
9/21/2017,Cash,Transportation,auto,Place 0 to Current Residence,15,Expense,INR
9/21/2017,Cash,Food,snacks,Vadapav,15,Expense,INR
9/21/2017,Cash,Food,Tea,,10,Expense,INR
9/21/2017,Cash,Transportation,Train,Place 0 to dadar return,30,Expense,INR
9/21/2017,Cash,Family,Pocket money,,70,Expense,INR
9/20/2017,Saving Bank account 1,Health,Health,Surgical gloves pair,20,Expense,INR
9/20/2017,Saving Bank account 1,Other,,CSR,100,Expense,INR
9/20/2017,Cash,Family,Pocket money,,20,Expense,INR
9/18/2017,Saving Bank account 1,Health,Medicine,,55,Expense,INR
9/18/2017,Cash,Food,fruits,half kg chiku,60,Expense,INR
9/18/2017,Cash,Food,fruits,Nariyal,55,Expense,INR
9/17/2017,Saving Bank account 1,Household,Kirana,,114,Expense,INR
9/17/2017,Saving Bank account 1,Health,Medicine,,151,Expense,INR
9/17/2017,Credit Card,Household,Kirana,Supermart,558,Expense,INR
9/17/2017,Saving Bank account 1,Food,Bread,,35,Expense,INR
9/17/2017,Saving Bank account 1,Food,Milk,1.5 lit milk ,99,Expense,INR
9/15/2017,Cash,Food,Dinner,Sugaran Kitchen,60,Expense,INR
9/15/2017,Saving Bank account 1,Food,Lunch,,130,Expense,INR
9/15/2017,Cash,Food,fruits,Nariyal,55,Expense,INR
9/15/2017,Saving Bank account 1,Health,Medicine,,373,Expense,INR
9/15/2017,Saving Bank account 1,Health,Hospital,Doctor Fees,150,Expense,INR
9/15/2017,Saving Bank account 1,Transportation,Travels,2 Place 2 to Place 1 - Novelty tour and travels,1400,Expense,INR
9/15/2017,Saving Bank account 1,Food,Tea,2 tea parcel,24,Expense,INR
9/15/2017,Saving Bank account 1,Food,breakfast,2 plates poha,50,Expense,INR
9/15/2017,Saving Bank account 1,Food,Milk,milk 1lit ,66,Expense,INR
9/14/2017,Credit Card,Food,Lunch,,282,Expense,INR
9/14/2017,Saving Bank account 1,subscription,Tata Sky,Current Residence - Tata Play recharge,100,Expense,INR
9/13/2017,Saving Bank account 1,Food,Dinner,Sugaran Kitchen,110,Expense,INR
9/12/2017,Saving Bank account 1,Gpay Reward,,,5,Income,INR
9/12/2017,Saving Bank account 1,Food,Milk,milk 1lit ,66,Expense,INR
9/11/2017,Cash,Transportation,auto,Current Residence to Place 1 bus stop highway,60,Expense,INR
9/11/2017,Saving Bank account 1,Transportation,Travels,2 Place 1 to Place 2 - Novelty tour and travels,2598,Expense,INR
9/11/2017,Saving Bank account 1,Family,Pocket money,,2500,Expense,INR
9/11/2017,Saving Bank account 1,Gpay Reward,,,6,Income,INR
9/11/2017,Saving Bank account 1,Food,Grocery,vegetables,285,Expense,INR
9/11/2017,Cash,Transportation,train,Local pass to Family,100,Expense,INR
9/11/2017,Cash,Transportation,auto,2 Current Residence to Place 0,30,Expense,INR
9/11/2017,Saving Bank account 1,Food,snacks,Idli 4 pcs + kachori 4 pcs,93,Expense,INR
9/10/2017,Saving Bank account 1,Household,Kirana,Supermart,514,Expense,INR
9/10/2017,Saving Bank account 1,Equity Mutual Fund F,,,1000,Transfer-Out,INR
9/9/2017,Cash,Health,Medicine,V-wash,45,Expense,INR
9/8/2017,Saving Bank account 1,Transportation,Travels,2 Place 1 to Place 2 - Novelty tour and travels,1440,Expense,INR
9/8/2017,Cash,Food,flour mill,M D sure 4kg atta,196,Expense,INR
9/7/2017,Saving Bank account 1,Equity Mutual Fund E,,,1000,Transfer-Out,INR
9/6/2017,Cash,Family,Pocket money,,500,Expense,INR
9/6/2017,Cash,Other,,Pant chain repair,20,Expense,INR
9/6/2017,Saving Bank account 1,Food,snacks,Sweet bread cake 90 + veg puff 2,140,Expense,INR
9/5/2017,Saving Bank account 1,subscription,Edtech Course,,2700,Expense,INR
9/5/2017,Cash,Education,Stationary,Print outs+ Xerox,50,Expense,INR
9/5/2017,Saving Bank account 1,Equity Mutual Fund A,,,1000,Transfer-Out,INR
9/4/2017,Saving Bank account 1,Food,Ice cream,4 cups (2 Vanilla 2 tutifruity),40,Expense,INR
9/3/2017,Saving Bank account 1,Other,,clock cell,15,Expense,INR
9/3/2017,Saving Bank account 1,subscription,Newspaper,,170,Expense,INR
9/1/2017,Cash,maid,,,820,Expense,INR
9/1/2017,Saving Bank account 1,Food,Milk,milk 1lit ,66,Expense,INR
9/1/2017,Saving Bank account 1,Recurring Deposit,,,1000,Transfer-Out,INR
9/1/2017,Saving Bank account 1,Recurring Deposit,,,1000,Transfer-Out,INR
9/1/2017,Saving Bank account 1,Public Provident Fund,,,10000,Transfer-Out,INR
9/1/2017,Saving Bank account 1,Money transfer,Home,,10000,Expense,INR
8/31/2017,Saving Bank account 2,Other,,Sms charges + GST,17.7,Expense,INR
8/31/2017,Cash,Household,Toiletries,Odonil,60,Expense,INR
8/31/2017,Cash,Household,Kirana,Honey small bottle,10,Expense,INR
8/31/2017,Cash,Household,Kirana,Janeyu,5,Expense,INR
8/31/2017,Cash,Household,Kirana,Nariyal,25,Expense,INR
8/31/2017,Saving Bank account 1,Gpay Reward,,,5,Income,INR
8/31/2017,Saving Bank account 1,Gpay Reward,,,14,Income,INR
8/31/2017,Saving Bank account 1,Food,Milk,1.5 lit milk ,99,Expense,INR
8/30/2017,Saving Bank account 1,Health,Medicine,5 Meftal spas,22,Expense,INR
8/30/2017,Saving Bank account 1,Salary,,From workplace ,61578,Income,INR
8/29/2017,Cash,Transportation,Taxi,Ola cab - Domestic airport T1 to Current Residence,640,Expense,INR
8/28/2017,Cash,Tourism,Trip,Misc expense,200,Expense,INR
8/28/2017,Cash,Food,snacks,2 chips packets,20,Expense,INR
8/27/2017,Cash,Tourism,Trip,Misc expense,100,Expense,INR
8/27/2017,Cash,Health,Medicine,Vicks inhaler,59,Expense,INR
8/27/2017,Cash,Transportation,auto,market to resort,200,Expense,INR
8/26/2017,Cash,Food,breakfast,Parle G chota pack,5,Expense,INR
8/26/2017,Saving Bank account 1,Maturity amount,,FD matured,61754,Income,INR
8/25/2017,Cash,Health,Medicine,strepsils 13 pills,39,Expense,INR
8/24/2017,Cash,Transportation,auto,Auto : Mahal to hotel,40,Expense,INR
8/24/2017,Credit Card,Food,Eating out,roof top lounge  (200 french fries + 100 masala tea)+15 GST + 10 Tip,325,Expense,INR
8/24/2017,Credit Card,Household,home decor,2 Bedsheets (1500 each),3000,Expense,INR
8/24/2017,Credit Card,Apparel,Clothing,Jaipuri handprinted Maharani Saree (1850 Two pcs + 1500 1 pc),5200,Expense,INR
8/23/2017,Cash,Food,Lunch,180 Chicken Sandwich + 120 vada pav & Samosa,300,Expense,INR
8/23/2017,Cash,Transportation,Taxi,Ola cab - Current Residence to Domestic airport T1,850,Expense,INR
8/22/2017,Cash,Family,Pocket money,,5000,Expense,INR
8/22/2017,Cash,Household,Kitchen,Mahanagar Gas connection installation,300,Expense,INR
8/22/2017,Saving Bank account 1,Life Insurance,,,11043,Transfer-Out,INR
8/22/2017,Saving Bank account 1,Equity Mutual Fund C,,,1000,Transfer-Out,INR
8/21/2017,Saving Bank account 1,Household,Appliances,Selfie stick Bluetooth tripod,280,Expense,INR
8/21/2017,Saving Bank account 1,Beauty,grooming,Shaving,50,Expense,INR
8/21/2017,Saving Bank account 1,Food,Grocery,1.5 kg onions,33,Expense,INR
8/21/2017,Saving Bank account 1,Beauty,Accessories,Lens cleaner,80,Expense,INR
8/21/2017,Saving Bank account 1,Education,Stationary,15 fevistick + 12 xerox2 & print2,27,Expense,INR
8/20/2017,Credit Card,Food,Ice cream,Baskin Robbins,166,Expense,INR
8/20/2017,Credit Card,Food,Lunch,280 chicken dum biryani+ 200 paneer tikka laziz + GST,504,Expense,INR
8/20/2017,Cash,Transportation,auto,BKC to kurla station,60,Expense,INR
8/20/2017,Saving Bank account 1,Transportation,Taxi,Ola cab - siddhivinayak to BKC,361,Expense,INR
8/20/2017,Cash,Transportation,Taxi,Dadar West to siddhivinayak,25,Expense,INR
8/20/2017,Cash,Transportation,Train,2 Place 0 to dadar return,60,Expense,INR
8/20/2017,Cash,Transportation,auto,2 Current Residence to Place 0,30,Expense,INR
8/20/2017,Cash,Apparel,Laundry,clothes ironing : Rs 6 per item,48,Expense,INR
8/20/2017,Credit Card,Other,,Mobile cover moto G5 plus,239,Expense,INR
8/20/2017,Credit Card,Household,Furniture,Foldable wardrobe,569,Expense,INR
8/19/2017,Cash,Household,Appliances,2 locks for bags,60,Expense,INR
8/19/2017,Cash,Household,Kirana,Colgate max fresh small,20,Expense,INR
8/19/2017,Cash,Household,Kirana,Dettol sanitizer,45,Expense,INR
8/19/2017,Saving Bank account 1,subscription,Tata Sky,Current Residence - Tata Play recharge,217,Expense,INR
